# Generated from libretro-database's Sony - PlayStation DAT.
# Source: https://github.com/libretro/libretro-database
# License: CC-BY-SA-4.0
dk10794	Classic Card Games (Russia)
papx90057	PlayStation Comic - 2999-nen no Game Kids (Japan) (Demo 1)
papx90059	Hyper PlayStation Re-mix 1998 No. 11 (Japan) (Disc 2)
papx900591	Hyper PlayStation Re-mix 1998 No. 11 (Japan) (Disc 2)
papx90060	Dengeki PlayStation D11 - Yarudora Series Vol. 3 - Sampaguita (Japan) (Taikenban)
papx90061	Play! '98 Fuyu Taikenban (Japan) (Red Disc)
papx90062	Play! '98 Fuyu Taikenban (Japan) (Green Disc)
papx90063	I.Q Final (Japan) (Demo 2)
papx90065	Tamamayu Monogatari - Dennou Bijutsukan (Japan)
papx90069	XI [sai] (Japan) (En,Ja) (Demo 1)
papx90073	Circadia (Japan) (Demo 2)
papx90076	PlayStation Comic - 2999-nen no Game Kids (Japan) (Demo 3)
papx90079	Saru! Get You! (Japan, Asia) (Demo 1)
papx90084	Ore no Ryouri (Japan) (Demo 1)
papx90086	Doko Demo Issho (Japan) (Demo 2)
papx90088	Back to School Special - PlayStation Demo Disc (Asia)
papx90089	Ore no Ryouri (Japan) (Demo 2)
papx90090	Ore no Ryouri (Japan) (Demo 2)
papx90091	Legend of Dragoon, The (Japan) (Demo 1)
papx90093	Arc the Lad III (Japan) (Demo 1)
papx90094	Pocket Zanmai - 3 Title Iri Taikenban (PAQA, PokeTan, Pocket Jiman) (Japan)
papx90095	Tokyo Game Show '99 Aki Special Taikenban (Japan)
papx90099	Arc the Lad III (Japan) (Demo 2)
papx90100	PokeTan (Japan) (Demo 1)
papx90103	Legend of Dragoon, The (Japan) (Demo 3)
papx90104	Legend of Dragoon, The (Japan) (Demo 3)
papx90106	Chase the Express (Japan) (Demo 1)
papx90107	Chase the Express (Japan) (Demo 1)
pbpx95001	Demo One (Version 5) (Europe)
pbpx95002	Interactive CD Sampler Disc Volume 4 (USA)
pbpx95003	Interactive CD Sampler Disk Volume 5 (USA)
pbpx95004	Interactive CD Sampler Disc 6 (USA)
pbpx95005	Holiday Special (Japan)
pbpx95006	Interactive CD Sampler Disc Volume 7 (USA)
pbpx95007	Demo One (Version 6) (Europe, Australia) (En,Fr,De,Es,It)
pbpx95008	Demo One (Version 7) (Europe) (En,Fr,De,Es,It)
pbpx95009	Interactive CD Sampler Disc Volume 8 (USA)
pbpx95010	Interactive CD Sampler Disc Vol. 9 (USA)
pbpx95011	Interactive CD Sampler Disc Vol. 10 (USA)
pbpx95013	Keitai Henshuu (Japan)
pcpd99501	Play-Pre PlayStation Soukan Junbigou (Japan)
pcpx96003	DemoDemo PlayStation Soukangou Vol. 1 (Japan)
pcpx96005	DemoDemo PlayStation Vol. 2 (Japan)
pcpx96006	DemoDemo PlayStation Vol. 3 (Japan)
pcpx96007	DemoDemo PlayStation Vol. 4 (Japan)
pcpx96008	DemoDemo PlayStation Vol. 5 (Japan)
pcpx96009	DemoDemo PlayStation Vol. 6 (Japan)
pcpx96010	DemoDemo PlayStation Vol. 7 (Japan)
pcpx96011	DemoDemo PlayStation Vol. 8 (Japan)
pcpx96012	Philosoma Ver. 0 - Movie CD-ROM (Japan)
pcpx96013	DemoDemo PlayStation Vol. 9 (Japan)
pcpx96014	DemoDemo PlayStation Vol. 10 (Japan)
pcpx96015	DemoDemo PlayStation Special (Japan)
pcpx96016	DemoDemo PlayStation Vol. 11 (Japan)
pcpx96017	Play-Pre Vol. 1 (Japan)
pcpx96018	DemoDemo PlayStation Vol. 12 (Japan)
pcpx96019	DemoDemo PlayStation Vol. 13 (Japan)
pcpx96021	DemoDemo PlayStation Vol. 14 (Japan)
pcpx96022	DemoDemo PlayStation Vol. 15 (Japan)
pcpx96023	Play-Pre Vol. 2 (Japan)
pcpx96025	DemoDemo PlayStation Vol. 16 (Japan)
pcpx96026	DemoDemo PlayStation Vol. 17 (Japan)
pcpx96027	DemoDemo PlayStation Vol. 18 (Japan)
pcpx96028	Play-Pre Vol. 3 (Japan)
pcpx96032	DemoDemo PlayStation Vol. 19 (Japan)
pcpx96036	DemoDemo PlayStation Vol. 20 (Japan)
pcpx96038	DemoDemo PlayStation Vol. 21 (Japan)
pcpx96039	Play-Pre Vol. 4 (Japan)
pcpx96040	MiruMiru PlayStation Vol. 1 (Japan) (Disc 2)
pcpx960401	MiruMiru PlayStation Vol. 1 (Japan) (Disc 2)
pcpx96042	DemoDemo PlayStation Vol. 22 (Japan)
pcpx96043	MiruMiru PlayStation Vol. 2 (Japan) (Disc 1)
pcpx960430	MiruMiru PlayStation Vol. 2 (Japan) (Disc 1)
pcpx96044	MiruMiru PlayStation Vol. 2 (Japan) (Disc 2)
pcpx960441	MiruMiru PlayStation Vol. 2 (Japan) (Disc 2)
pcpx96045	MiruMiru PlayStation Vol. 3 (Japan) (Disc 1)
pcpx960450	MiruMiru PlayStation Vol. 3 (Japan) (Disc 1)
pcpx96046	MiruMiru PlayStation Vol. 3 (Japan) (Disc 2)
pcpx960461	MiruMiru PlayStation Vol. 3 (Japan) (Disc 2)
pcpx96050	Arc the Lad II - Characters & World CG Movie Collection (Japan)
pcpx96051	MiruMiru PlayStation Vol. 4 (Japan) (Disc 1)
pcpx960510	MiruMiru PlayStation Vol. 4 (Japan) (Disc 1)
pcpx96052	MiruMiru PlayStation Vol. 4 (Japan) (Disc 2)
pcpx960521	MiruMiru PlayStation Vol. 4 (Japan) (Disc 2)
pcpx96053	MiruMiru PlayStation Vol. 4 (Japan) (Disc 3)
pcpx960532	MiruMiru PlayStation Vol. 4 (Japan) (Disc 3)
pcpx96054	Play-Pre Vol. 5 (Japan) (Disc 1)
pcpx960540	Play-Pre Vol. 5 (Japan) (Disc 1)
pcpx96055	Play-Pre Vol. 5 (Japan) (Disc 2) (CM Collection)
pcpx960551	Play-Pre Vol. 5 (Japan) (Disc 2) (CM Collection)
pcpx96063	Play-Pre Vol. 6 (Japan) (Disc 1)
pcpx960630	Play-Pre Vol. 6 (Japan) (Disc 1)
pcpx96064	Play-Pre Vol. 6 (Japan) (Disc 2) (CM Collection II)
pcpx960641	Play-Pre Vol. 6 (Japan) (Disc 2) (CM Collection II)
pcpx96068	Koukaku Kidoutai - Ghost in the Shell (Japan) (Demo 1)
pcpx96069	MiruMiru PlayStation Vol. 9 (Japan)
pcpx96071	MiruMiru PlayStation Vol. 10 (Japan)
pcpx96075	Play-Pre Vol. 7 (Japan)
pcpx96080	JetMoto (Japan)
pcpx96084	Play-Pre Vol. 8 (Japan)
pcpx96085	Gran Turismo (Japan) (Test Drive Disc)
pcpx96088	Gran Turismo (Japan) (Test Drive Disc)
pcpx96090	Formula 1 97 (Japan) (En,Ja,Fr,De,Es,It) (Rev 1)
pcpx96093	Play-Pre Vol. 9 (Japan) (Disc 1)
pcpx960930	Play-Pre Vol. 9 (Japan) (Disc 1)
pcpx96094	Play-Pre Vol. 9 (Japan) (Disc 2) (Official Catalog CD-ROM)
pcpx960941	Play-Pre Vol. 9 (Japan) (Disc 2) (Official Catalog CD-ROM)
pcpx96095	PlayStation Official Catalog CD-ROM (Japan)
pcpx96096	Gran Turismo (Japan) (Tentou Shiyuudai-you Disc)
pcpx96098	Crash Bandicoot 2 - Cortex no Gyakushuu! (Japan) (Taikenban)
pcpx96103	Play-Pre Vol. 10 (Japan) (Disc 1)
pcpx961030	Play-Pre Vol. 10 (Japan) (Disc 1)
pcpx96104	Play-Pre Vol. 10 (Japan) (Disc 2) (CM Collection III)
pcpx961041	Play-Pre Vol. 10 (Japan) (Disc 2) (CM Collection III)
pcpx96105	Tomoyasu Hotei - Stolen Song (Japan) (Taikenban 1)
pcpx96108	Play-Pre Vol. 11 (Japan)
pcpx96110	Haru no Buru Buru Taikenban (Japan)
pcpx96112	Tomoyasu Hotei - Stolen Song (Japan) (Taikenban 2)
pcpx96114	Play-Pre Vol. 12 (Japan)
pcpx96115	Hyper PlayStation Re-mix 1998 No. 7 (Japan) (Disc 2) (Yarudora Series Vol. 1 - Double Cast)
pcpx961151	Hyper PlayStation Re-mix 1998 No. 7 (Japan) (Disc 2) (Yarudora Series Vol. 1 - Double Cast)
pcpx96116	Dengeki PlayStation D8 - Yarudora - Double Cast (Japan) (Taikenban)
pcpx96117	MiruMiru PlayStation Vol. 23 (Japan)
pcpx96118	Play-Pre Vol. 13 (Japan) (Disc 1)
pcpx961180	Play-Pre Vol. 13 (Japan) (Disc 1)
pcpx96119	Play-Pre Vol. 13 (Japan) (Disc 2) (Yarudora Trial Version)
pcpx961191	Play-Pre Vol. 13 (Japan) (Disc 2) (Yarudora Trial Version)
pcpx96120	MiruMiru PlayStation Vol. 24 (Japan)
pcpx96123	MiruMiru PlayStation Vol. 25 (Japan)
pcpx96124	MiruMiru PlayStation Vol. 26 (Japan)
pcpx96126	Play-Pre Vol. 14 (Japan) (Disc 1)
pcpx961260	Play-Pre Vol. 14 (Japan) (Disc 1)
pcpx96127	Play-Pre Vol. 14 (Japan) (Disc 2) (Legaia Densetsu Trial Version)
pcpx961271	Play-Pre Vol. 14 (Japan) (Disc 2) (Legaia Densetsu Trial Version)
pcpx96130	Legaia Densetsu (Japan) (Demo 1)
pcpx96131	MiruMiru PlayStation Vol. 27 (Japan)
pcpx96132	MiruMiru PlayStation Vol. 28 (Japan)
pcpx96133	Play-Pre Vol. 15 (Japan) (Disc 1)
pcpx961330	Play-Pre Vol. 15 (Japan) (Disc 1)
pcpx96134	Play-Pre Vol. 15 (Japan) (Disc 2)
pcpx961341	Play-Pre Vol. 15 (Japan) (Disc 2)
pcpx96135	PlayStation Comic - 2999-nen no Game Kids (Japan) (Demo 2)
pcpx96137	I.Q Final (Japan) (Demo 1)
pcpx96138	Circadia (Japan) (Demo 1)
pcpx96139	MiruMiru PlayStation Vol. 29 (Japan)
pcpx96140	Circadia (Japan) (Demo 1)
pcpx96141	MiruMiru PlayStation Vol. 30 (Japan)
pcpx96142	Play-Pre Vol. 16 (Japan) (Disc 1)
pcpx961420	Play-Pre Vol. 16 (Japan) (Disc 1)
pcpx96143	Play-Pre Vol. 16 (Japan) (Disc 2) (CM Collection IV)
pcpx961431	Play-Pre Vol. 16 (Japan) (Disc 2) (CM Collection IV)
pcpx96144	MiruMiru PlayStation Vol. 31 (Japan)
pcpx96148	Play-Pre Vol. 17 (Japan) (Disc 1)
pcpx961480	Play-Pre Vol. 17 (Japan) (Disc 1)
pcpx96149	Play-Pre Vol. 17 (Japan) (Disc 2) (Omega Boost Trial Version)
pcpx961491	Play-Pre Vol. 17 (Japan) (Disc 2) (Omega Boost Trial Version)
pcpx96151	MiruMiru PlayStation Vol. 33 (Japan)
pcpx96152	Doko Demo Issho (Japan) (Demo 1)
pcpx96154	Sony Computer Entertainment Inc. Monthly Software Information - 6-gatsu Hatsubai Yotei Title (Japan)
pcpx96155	MiruMiru PlayStation Vol. 34 (Japan)
pcpx96156	Play-Pre Vol. 18 (Japan) (Disc 1)
pcpx961560	Play-Pre Vol. 18 (Japan) (Disc 1)
pcpx96157	Play-Pre Vol. 18 (Japan) (Disc 2) (What's Next)
pcpx961571	Play-Pre Vol. 18 (Japan) (Disc 2) (What's Next)
pcpx96158	MiruMiru PlayStation Vol. 35 (Japan)
pcpx96159	Dengeki PlayStation D21 SCE Special (Japan)
pcpx96160	Ore no Shikabane o Koete Yuke (Japan) (Tentou-you Movie Disc)
pcpx96161	Wild Arms - 2nd Ignition (Japan) (Demo 1)
pcpx96162	MiruMiru PlayStation Vol. 36 (Japan)
pcpx96166	Saru! Get You! (Japan) (Demo 2)
pcpx96167	Play-Pre Vol. 19 (Japan) (Disc 1)
pcpx961670	Play-Pre Vol. 19 (Japan) (Disc 1)
pcpx96168	Play-Pre Vol. 19 (Japan) (Disc 2) (What's Next 1999 Aug)
pcpx961681	Play-Pre Vol. 19 (Japan) (Disc 2) (What's Next 1999 Aug)
pcpx96169	MiruMiru PlayStation Vol. 37 (Japan)
pcpx96170	Hyper PlayStation Re-mix 1999 No. 9 (Japan) (Disc 2) (Sony Computer Entertainment Special)
pcpx961701	Hyper PlayStation Re-mix 1999 No. 9 (Japan) (Disc 2) (Sony Computer Entertainment Special)
pcpx96171	Wild Arms - 2nd Ignition (Japan) (Demo 2)
pcpx96172	MiruMiru PlayStation Vol. 38 (Japan)
pcpx96173	Play-Pre Plus 001 - 1999 October (Japan) (Disc 1)
pcpx961730	Play-Pre Plus 001 - 1999 October (Japan) (Disc 1)
pcpx96174	Play-Pre Plus 001 - 1999 October (Japan) (Disc 2) (What's Next)
pcpx961741	Play-Pre Plus 001 - 1999 October (Japan) (Disc 2) (What's Next)
pcpx96175	MiruMiru PlayStation Vol. 39 (Japan)
pcpx96176	Arc the Lad III (Japan) (Demo 3)
pcpx96178	e-Jump (Japan) (Disc 1)
pcpx961780	e-Jump (Japan) (Disc 1)
pcpx96179	e-Jump (Japan) (Disc 2)
pcpx961791	e-Jump (Japan) (Disc 2)
pcpx96181	MiruMiru PlayStation Vol. 40 (Japan)
pcpx96184	Legend of Dragoon, The (Japan) (Demo 2)
pcpx96186	Play-Pre Plus 002 - 1999 December (Japan) (Disc 1)
pcpx961860	Play-Pre Plus 002 - 1999 December (Japan) (Disc 1)
pcpx96187	Play-Pre Plus 002 - 1999 December (Japan) (Disc 2) (What's Next)
pcpx961871	Play-Pre Plus 002 - 1999 December (Japan) (Disc 2) (What's Next)
pcpx96188	Toro Channel - Zoukangou nano nya! SCEI Nenmatsu Shinsaku Soft Information Movie Disc (Japan)
pcpx96189	Chase the Express (Japan) (Demo 2)
pcpx96190	Play-Pre Plus 003 - 2000 February (Japan)
pcpx96192	MiruMiru PlayStation Vol. 42 (Japan)
pcpx96196	MiruMiru PlayStation Vol. 43 (Japan)
pcpx96197	MiruMiru PlayStation Vol. 44 (Japan)
pcpx96198	Play-Pre Plus 004 - 2000 June (Japan) (Disc 1)
pcpx961980	Play-Pre Plus 004 - 2000 June (Japan) (Disc 1)
pcpx96199	Play-Pre Plus 005 - 2000 August (Japan)
pcpx96201	Play-Pre Plus 006 - 2000 October (Japan)
pcpx96203	Play-Pre Plus 007 - 2000 December (Japan)
pepx94009	Analog Controller Service Disc (Revised) (Europe)
psrm01710	Syphon Filter 2 (USA) (Disc 2) (Beta)
psrm017100	Syphon Filter 2 (USA) (Disc 2) (Beta)
psrm0171001	Syphon Filter 2 (USA) (Disc 2) (Beta)
ptpx97002	Aging Disk (Japan)
pupx93008	Analog Controller Service Disc (USA)
pupx93010	Analog Controller Service Disc (Revised) (USA)
sced00273	Autumn-Christmas Releases '96 (Europe)
sced00360	Adidas Power Soccer + Resident Evil + Shellshock + Descent (Europe)
sced00361	Euro Demo 09 (Europe)
sced00362	Euro Demo 10 (Europe)
sced00363	Euro Demo 11 (Europe)
sced00364	Euro Demo 12 (Europe)
sced00365	Euro Demo 13 (Europe)
sced00366	Euro Demo 14 (Europe)
sced00367	Euro Demo 15 (Europe)
sced00368	Euro Demo 16 (Europe)
sced00369	Euro Demo 17 (Europe)
sced00370	Euro Demo 18 (Europe)
sced00371	Euro Demo 19 (Europe)
sced00372	Euro Demo 20 (Europe)
sced00456	Demo One (Version 4) (Europe)
sced00457	Demo One (Version 4) (Germany)
sced00467	Tekken 2 + Fade to Black + V-CD (France)
sced00494	Tekken 2 & Fade to Black & F1 & V-CD (Europe, Australia)
sced00502	Essential PlayStation 1 (Europe)
sced00572	Essential PlayStation 2 (Europe)
sced00583	Euro Demo Two (Germany)
sced00609	Serial Players Only (France)
sced00610	Adventures of Lomax + Porsche Challenge + Pandemonium + Tomb Raider + 2 Xtreme + Reloaded (France)
sced00622	Euro Demo Three (Germany)
sced00636	Essential PlayStation 3 (Europe)
sced00637	Registration Demo 01 (Europe)
sced00668	Euro Demo 07 (France)
sced00669	Euro Demo Four (Germany)
sced00670	Euro Demo Five (Germany)
sced00671	Euro Demo Six (Germany)
sced00672	Euro Demo Seven (Germany)
sced00673	Euro Demo 8 (Germany)
sced00674	Euro Demo 09 (Germany)
sced00675	Euro Demo 10 (Germany)
sced00676	Euro Demo 11 (Germany)
sced00677	Euro Demo 12 (Germany)
sced00678	Euro Demo 13 (Germany)
sced00679	Euro Demo 14 (Germany)
sced00680	Euro Demo 15 (Germany)
sced00751	Essential PlayStation 6 (Europe)
sced00772	Euro Demo 09 (France)
sced00773	Euro Demo 10 (France)
sced00774	Euro Demo 11 (France)
sced00775	Euro Demo 12 (France)
sced00776	Euro Demo 13 (France)
sced00777	Euro Demo 14 (France)
sced00778	Euro Demo 15 (France)
sced00779	Euro Demo 16 (France)
sced00780	Euro Demo 17 (France)
sced00781	Euro Demo 18 (France)
sced00782	Euro Demo 20 (France)
sced00789	Namco Demo (Europe)
sced00816	Demo One (Version 5) (Europe)
sced00817	Euro Demo 21 (Europe)
sced00818	Euro Demo 22 (Europe)
sced00819	Euro Demo 23 (Europe, Australia)
sced00820	Euro Demo 24 (Europe)
sced00821	Euro Demo 25 (Europe)
sced00822	Euro Demo 26 (Europe)
sced00823	Euro Demo 27 (Europe)
sced00824	Euro Demo 28 (Europe)
sced00825	Euro Demo 29 (Europe)
sced00826	Euro Demo 30 (Europe, Australia)
sced00827	Euro Demo 31 (Europe, Australia)
sced00828	Euro Demo 32 (Europe, Australia)
sced00829	Euro Demo 33 (Europe)
sced00877	Blockbuster Playstation Challenge (Europe)
sced00890	Euro Demo 08b (Germany)
sced00936	Registered User Demo 02 (Europe)
sced00938	Essential PlayStation 4 (Europe)
sced00986	Winter Releases - '97 Demo 01 (Europe)
sced00988	Video IDU Test v1.1 (Europe)
sced00994	Euro Demo Classics Special (Germany)
sced01004	Essential PlayStation 5 (Europe)
sced01049	PlayStation Sampler (Europe)
sced01110	Essential PlayStation 7 (Europe)
sced01114	Euro Demo 21 (France)
sced01115	Euro Demo 22 (France)
sced01116	Euro Demo 23 (France)
sced01117	Euro Demo 24 (France)
sced01118	Euro Demo 25 (France)
sced01119	Euro Demo 26 (France)
sced01120	Euro Demo 27 (France)
sced01121	Euro Demo 04-98 (Germany)
sced01122	Euro Demo 05-98 (Germany)
sced01123	Euro Demo 06-98 (Germany)
sced01124	Euro Demo 07-98 (Germany)
sced01125	Euro Demo 08-98 (Germany)
sced01126	Euro Demo 09-98 (Germany)
sced01127	Euro Demo 10-98 (Germany)
sced01128	Euro Demo 11-98 (Germany)
sced01129	Euro Demo 12-98 (Germany)
sced01130	Euro Demo 01-99 (Germany)
sced01138	Joypad Demo 01 (France) (En,Fr)
sced01139	Essential PlayStation 8 (Europe)
sced01140	Essential PlayStation 9 (Europe, Australia)
sced01141	Essential PlayStation 10 (Europe)
sced01142	Essential PlayStation 11 (Europe)
sced01143	Essential PlayStation 12 (Europe)
sced01144	Euro Demo 34 (Europe, Australia)
sced01145	Euro Demo 35 (Europe, Australia)
sced01147	Euro Demo 37 (Europe, Australia)
sced01148	Euro Demo 38 (Europe, Australia)
sced01149	Euro Demo 39 (Europe, Australia)
sced01150	Euro Demo 40 (Europe, Australia)
sced01151	Euro Demo 41 (Europe, Australia)
sced01152	Euro Demo 42 (Europe, Australia)
sced01153	Euro Demo 43 (Europe)
sced01189	MIP Club Demo 01 (Germany)
sced01190	MIP Club Demo 02 (Germany)
sced01195	Video IDU Demo 1F (France)
sced01229	PlayStation Kids (Europe)
sced01230	Registered Users Demo 03 (Europe)
sced01306	Autorennen Spezial '98 (Germany)
sced01307	Fussball Spezial 01 (Germany)
sced01385	Registered Users Demo 04 (Europe)
sced01386	Dual Shock Demo (Australia)
sced01387	Football Special (Europe)
sced01441	Winter Releases '98 (Europe)
sced01528	Strategie Speziale '98 (Germany)
sced01570	Australian Summer Special (Australia)
sced01636	Registered Users Demo 05 (Europe) (En,Fr,De,Es,It)
sced01637	Spyro the Dragon Speciale (France)
sced01640	Racing Special (Europe)
sced01643	Beat-Em-Up Speziale (Germany)
sced01713	M-6 PlayStation Demo (France)
sced01739	Katalog Spezial Demo (Germany)
sced01777	Euro Demo 02-99 (Germany)
sced01785	Euro Demo 28 (France)
sced01786	Euro Demo 02-99 Rennspiele (Germany)
sced01818	Euro Demo 44 (Europe, Australia)
sced01819	Euro Demo 45 (Europe)
sced01820	Euro Demo 46 (Europe)
sced01821	Euro Demo 47 (Europe)
sced01822	Euro Demo 48 (Europe)
sced01823	Euro Demo 49 (Europe, Australia)
sced01824	Euro Demo 50 (Europe)
sced01825	Euro Demo 51 (Europe)
sced01826	Euro Demo 52 (Europe)
sced01827	Euro Demo 53 (Europe, Australia)
sced01828	Euro Demo 54 (Europe)
sced01829	Euro Demo 55 (Europe)
sced01830	Euro Demo 56 (Europe)
sced01831	Euro Demo 57 (Europe)
sced01832	Ridge Racer Hi-Spec Demo (Europe)
sced01834	Euro Demo 03-99 (Germany)
sced01835	Euro Demo 04-99 (Germany)
sced01836	Euro Demo 05-99 (Germany)
sced01837	Euro Demo 06-99 (Germany)
sced01838	Euro Demo 07-99 (Germany)
sced01839	Euro Demo 08-99 (Germany)
sced01840	Euro Demo 09-99 (Germany)
sced01841	Euro Demo 10-99 (Germany)
sced01842	Euro Demo 11-99 (Germany)
sced01843	Euro Demo 12-99 (Germany)
sced01844	Euro Demo 01-00 (Germany)
sced01845	Euro Demo 02-00 (Germany)
sced01846	Euro Demo 03-00 (Germany)
sced01847	Euro Demo 04-00 (Germany)
sced01848	Euro Demo 05-00 (Germany)
sced01849	Euro Demo 29 (France)
sced01850	Euro Demo 30 (France)
sced01851	Euro Demo 31 (France)
sced01852	Euro Demo 32 (France)
sced01853	Euro Demo 33 (France)
sced01854	Euro Demo 34 (France)
sced01855	Euro Demo 35 (France)
sced01856	Euro Demo 36 (France)
sced01857	Euro Demo 37 (France)
sced01858	Euro Demo 38 (France)
sced01859	Euro Demo 39 (France)
sced01860	Euro Demo 40 (France)
sced01861	Euro Demo 41 (France)
sced01862	Euro Demo 42 (France)
sced01979	Formula One 99 (Europe) (En,Fr,De,It) (Beta)
sced01982	Ridge Racer Type 4 Collectors Demo (Europe, Australia)
sced01988	Registered Users Demo 06 (Europe)
sced01991	Beat-Em-Up Special (Europe)
sced01992	Cha Cha Special 04-99 Demo (Belgium, Netherlands) (En,Fr,Nl)
sced01995	Euro Demo 04-99 'Action Special' (Germany)
sced02043	Exclusive PlayStation Racing Demos (Europe)
sced02050	Euro Demo 06-99 'Special' (Germany)
sced02062	Final Fantasy VIII (Europe) (Demo 1)
sced02121	M6 PlayStation - Best of '99 Vol. 1 (France)
sced02122	OPSM Platinum Special Demo All (Europe)
sced02204	Sony Double Impact (Europe) (Games)
sced02229	Euro Demo 49 (Italy)
sced02230	Euro Demo 49 (Spain)
sced02256	Mental Wealth - ECTS '99 Demo Disc (UK) (En,Fr,De,Es,It)
sced02306	Winter Releases (Europe, Australia) (En,Fr,De,Es,It)
sced02327	Best Games Ever, The (Europe, Australia)
sced02383	Germany Speziale 11-99 (Germany)
sced02417	Demo Disc (Europe) (En,Fr,De,Es,It)
sced02419	M6 PlayStation - Best of '99 Vol. 2 (France)
sced02420	Best Horror Games Ever Demo (Europe, Australia)
sced02421	Best Sports Games Ever Demo (Europe, Australia)
sced02492	OPSM Best Racing Game Ever (Europe)
sced02520	Pizza Hut Demo 01 (Europe)
sced02521	Pizza Hut Demo 02 (Europe)
sced02540	Two Product Psygnosis Demo (Europe)
sced02542	Kids Demo 01 (Europe) (En,Fr,De,Es,It)
sced02570	M6 PlayStation - Special Kids (France)
sced02632	Euro Demo 58 (Europe)
sced02633	Euro Demo 59 (Europe)
sced02634	Euro Demo 60 (Europe, Australia)
sced02635	Euro Demo 61 (Europe)
sced02636	Euro Demo 62 (Europe) (EDC)
sced02637	Euro Demo 63 (Europe, Australia)
sced02638	Euro Demo 64 (Europe, Australia)
sced02639	Euro Demo 65 (Europe)
sced02640	Euro Demo 66 (Europe)
sced02641	Euro Demo 67 (Europe)
sced02642	Euro Demo 68 (Europe, Australia)
sced02643	Euro Demo 69 (Europe)
sced02644	Euro Demo 70 (Europe)
sced02645	Euro Demo 71 (Europe)
sced02646	Euro Demo 72 (Europe)
sced02647	Euro Demo 43 (France)
sced02648	Euro Demo 44 (France)
sced02649	Euro Demo 45 (France)
sced02650	Euro Demo 46 (France)
sced02651	Euro Demo 47 (France)
sced02652	Euro Demo 48 (France)
sced02653	Euro Demo 49 (France)
sced02654	Euro Demo 50 (France)
sced02655	Euro Demo 51 (France)
sced02656	Euro Demo 52 (France)
sced02657	Euro Demo 53 (France)
sced02659	Euro Demo 06-00 (Germany)
sced02660	Euro Demo 07-00 (Germany)
sced02661	Euro Demo 08-00 (Germany)
sced02662	Euro Demo 09-00 (Germany)
sced02663	Euro Demo 10-00 (Germany)
sced02664	Euro Demo 11-00 (Germany)
sced02665	Euro Demo 12-00 (Germany)
sced02666	Euro Demo 01-01 (Germany)
sced02667	Euro Demo 02-01 (Germany)
sced02668	Euro Demo 03-01 (Germany)
sced02669	Euro Demo 04-01 (Germany)
sced02672	Video IDU Demo 06E (Europe)
sced02676	Registered Users Demo 08 (Europe)
sced02784	Pub Demo 03 (Europe)
